Gene	ExpA	ExpB	FoldChange	log2FC	ExpFreqA	ExpFreqB	TotalA	TotalB	ExpFractionA	ExpFractionB	fishers.pval	wilcoxon.pval	combined.pval	adjusted.pval
HBB	349.359785117249	1.65033077525964	211.690765484445	7.72581452628898	1085	144	2056	2056	0.52772373540856	0.0700389105058366	7.89220293179455e-247	9.42797776174676e-236	0	0
HBD	101.355098610632	19.1877861604589	5.28227163691761	2.40115849293959	1275	329	2056	2056	0.620136186770428	0.160019455252918	1.16453018471709e-210	4.56215479606966e-205	0	0
HBG1	103.616518238565	0.10139192341111	1021.94055258658	9.99709556021062	832	8	2056	2056	0.404669260700389	0.00389105058365759	5.33482256607183e-280	2.07327502728526e-219	0	0
HBG2	46.1913887408082	0.0861964911534601	535.884792091725	9.06577906407142	702	18	2056	2056	0.341439688715953	0.00875486381322957	9.83931343964676e-212	5.54485182940479e-173	0	0
MTRNR2L8	8.25086392589682	34.8384992472386	0.236831783922231	-2.07806538457125	1226	1880	2056	2056	0.596303501945525	0.914396887159533	3.63689778000956e-132	6.68948345309897e-283	0	0
MDK	4.02225464757286	37.6740108577725	0.106764704792323	-3.22749330775872	482	1290	2056	2056	0.23443579766537	0.627431906614786	9.53994444360161e-147	1.10223623975286e-194	0	0
H3F3C	22.9121798631735	99.4803537195504	0.230318640882261	-2.11829691423829	1361	1957	2056	2056	0.661964980544747	0.951848249027237	2.23877868742336e-134	0	0	0
RNASE1	22.4473513320725	0.27196656961903	82.5371712542343	6.36697208947873	823	14	2056	2056	0.400291828793774	0.00680933852140078	3.08496700450313e-266	8.6032340286632e-212	0	0
RYR3	13.8688484061581	0.601637071691606	23.0518514545048	4.52681072306748	868	64	2056	2056	0.422178988326848	0.0311284046692607	1.53095175655477e-225	6.53766652201023e-196	0	0
HDC	115.793357039052	0.791915337308549	146.219364095907	7.19199057244137	820	31	2056	2056	0.398832684824903	0.0150778210116732	1.00759897457733e-241	3.14420968572597e-201	0	0
