"gene"	"Mean_cloneA"	"Mean_cloneB_del7"	"log2fc"	"ExpressingCells_cloneA"	"nCells_cloneA"	"nCells_cloneB_del7"	"ExpressingCells_cloneB_del7"	"ExpressingFraction_cloneA"	"ExpressingFraction_cloneB_del7"	"chisq.test.p"	"fisher.test.p"	"wilcoxon"	"combined.fisher"	"p.adjusted"	"class"	"Name"
"IER3IP1_b"	"IER3IP1_b"	0.211925396507253	0.372454721460741	0.160529324953487	584	248	46	36	0.0787671232876712	0.145161290322581	0.00492698434339525	0.0048815468641871	0.00335922303994626	0.000197079178098449	0.00173777190181369	"NA"	NA
"MT-CO3"	"MT-CO3"	7.52660599827596	8.08712710331921	0.560521105043248	584	248	575	248	0.98458904109589	1	0.109758757294559	0.0644557573163829	0.000254551967698038	0.000197179829814881	0.00173777190181369	"up_in_cloneBdel7"	NA
"SSB"	"SSB"	1.46965120664131	1.84809447666975	0.378443270028442	584	248	214	120	0.366438356164384	0.483870967741935	0.00204599267446755	0.00195553880500833	0.00839288186485182	0.000197237852114638	0.00173777190181369	"NA"	NA
"HOOK1"	"HOOK1"	0	0.0374711372736928	0.0374711372736929	584	248	0	4	0	0.0161290322580645	0.0114508333759152	0.007760556275784	0.00211688287791573	0.000197409524642124	0.00173777190181369	"NA"	NA
"LGALSL"	"LGALSL"	0	0.0552060087222176	0.0552060087222175	584	248	0	4	0	0.0161290322580645	0.0114508333759152	0.007760556275784	0.00211688287791573	0.000197409524642124	0.00173777190181369	"NA"	NA
"RP11-244K5.8"	"RP11-244K5.8"	0	0.0638680917842262	0.0638680917842263	584	248	0	4	0	0.0161290322580645	0.0114508333759152	0.007760556275784	0.00211688287791573	0.000197409524642124	0.00173777190181369	"NA"	NA
"RP11-266K4.9"	"RP11-266K4.9"	0	0.0358893601016851	0.035889360101685	584	248	0	4	0	0.0161290322580645	0.0114508333759152	0.007760556275784	0.00211688287791573	0.000197409524642124	0.00173777190181369	"NA"	NA
"RPL10"	"RPL10"	4.42953839775961	4.95015072565501	0.520612327895399	584	248	520	237	0.89041095890411	0.955645161290323	0.00406601517955575	0.00216731178203009	0.00759827223702349	0.000197846129963762	0.00173945015131148	"up_in_cloneBdel7"	NA
"AD000090.2"	"AD000090.2"	0.271494675673053	0.429303805038675	0.157809129365622	584	248	42	34	0.0719178082191781	0.137096774193548	0.0043255806918095	0.00374703361311675	0.00439582598413118	0.000197884489263287	0.00173945015131148	"NA"	NA
"XRCC6"	"XRCC6"	2.05448258662472	2.29448715430913	0.240004567684409	584	248	283	157	0.48458904109589	0.633064516129032	0.000118826408498417	0.000103913844371989	0.160967396402673	0.000200695832795014	0.00176217385998313	"NA"	NA
"PHB"	"PHB"	0.442767602965989	0.579967602135268	0.137199999169279	584	248	103	67	0.176369863013699	0.270161290322581	0.00292931032215579	0.00261893076761497	0.00638900423234874	0.000200757630011154	0.00176217385998313	"NA"	NA
"GAPVD1"	"GAPVD1"	0.268662148485166	0.44602664615326	0.177364497668094	584	248	51	39	0.0873287671232877	0.157258064516129	0.00439270831605286	0.00472377456606911	0.00355842771086612	0.000201602668982362	0.00176832276535353	"NA"	NA
"MED16"	"MED16"	0.470519681757964	0.562134340182211	0.0916146584242474	584	248	84	58	0.143835616438356	0.233870967741935	0.00223762645552244	0.00240281670576109	0.0071554534661062	0.000205820211894317	0.0018040230033946	"NA"	NA
"C9orf9"	"C9orf9"	0.120294750055697	0.286204939331744	0.165910189276047	584	248	21	21	0.035958904109589	0.0846774193548387	0.00572968803513337	0.00514425121494186	0.00339446008120784	0.000208766163643942	0.0018272265939537	"NA"	NA
"MZF1"	"MZF1"	0.119513929520341	0.271388468916853	0.151874539396512	584	248	21	21	0.035958904109589	0.0846774193548387	0.00572968803513337	0.00514425121494186	0.00339446008120784	0.000208766163643942	0.0018272265939537	"NA"	NA
"FES"	"FES"	0.591113117082519	0.808848449120463	0.217735332037944	584	248	92	61	0.157534246575342	0.245967741935484	0.00356824891241862	0.00328797405527871	0.00538012190711326	0.000211259751336505	0.00184773003384809	"NA"	NA
"NBEAL1"	"NBEAL1"	0.273539773834302	0.471338145852946	0.197798372018644	584	248	101	64	0.172945205479452	0.258064516129032	0.0064985330180226	0.00581644847540474	0.0030724243511667	0.000213238296605149	0.001863702712329	"NA"	NA
"YIPF6"	"YIPF6"	0.465858256449313	0.678893922988226	0.213035666538913	584	248	87	58	0.148972602739726	0.233870967741935	0.00433250091682155	0.00377178873347432	0.00477018361595954	0.000214566459235798	0.00187397230207654	"NA"	NA
"C20orf201"	"C20orf201"	0.0773645830201192	0.185273464760115	0.107908881739996	584	248	15	17	0.0256849315068493	0.0685483870967742	0.0060749454820466	0.00521421585716092	0.0034656025360951	0.000215421487386099	0.00187916469093585	"NA"	NA
"SPG7"	"SPG7"	0.637193990194282	0.367355328677356	-0.269838661516926	584	248	119	30	0.203767123287671	0.120967741935484	0.00595357057076744	0.0041019427692449	0.00440978579288384	0.000215621219323143	0.00187916469093585	"NA"	NA
"PRKAR1A"	"PRKAR1A"	0.940222333490121	1.23266814090031	0.292445807410189	584	248	167	98	0.285958904109589	0.395161290322581	0.00260240856980474	0.00256937613784095	0.00704012677732618	0.000215621708570932	0.00187916469093585	"NA"	NA
"U2AF1"	"U2AF1"	3.4448905295513	3.95625391379622	0.511363384244913	584	248	480	224	0.821917808219178	0.903225806451613	0.00412754299211387	0.00312269877289789	0.00598091580372283	0.000222031870420614	0.00193365264517198	"up_in_cloneBdel7"	NA
"PEAR1"	"PEAR1"	0.0839252279983106	0.187582230813562	0.103657002815251	584	248	15	17	0.0256849315068493	0.0685483870967742	0.0060749454820466	0.00521421585716092	0.00359415662236986	0.000222729805665505	0.00193835128173764	"NA"	NA
"ZFP36"	"ZFP36"	0.442829332128873	0.599808205145745	0.156978873016872	584	248	90	60	0.154109589041096	0.241935483870968	0.0035492922770161	0.00310435063778257	0.00605155161401388	0.000223224243966309	0.00194127352464233	"NA"	NA
"NBL1"	"NBL1"	0.464420018213128	0.616036579179893	0.151616560966765	584	248	91	61	0.155821917808219	0.245967741935484	0.00288351973952178	0.00313775229286132	0.00599813948857684	0.000223600066316039	0.00194316080358172	"NA"	NA
"IMP4"	"IMP4"	1.01340096763633	1.29419997108585	0.280799003449522	584	248	139	85	0.238013698630137	0.342741935483871	0.00244769190686918	0.00211255619816379	0.00900320259185247	0.000225765286439407	0.00196058484377047	"NA"	NA
"MRPL40"	"MRPL40"	0.355148837468961	0.623690395506054	0.268541558037092	584	248	53	40	0.0907534246575342	0.161290322580645	0.00460708605982621	0.00536409318507134	0.00356772352199913	0.000227045737929584	0.00197030613425985	"NA"	NA
"MAN2A2"	"MAN2A2"	0.115047556432925	0.238517646132779	0.123470089699855	584	248	21	21	0.035958904109589	0.0846774193548387	0.00572968803513337	0.00514425121494186	0.00373604319178629	0.000227931439056668	0.00197659042402366	"NA"	NA
"SLC35A4"	"SLC35A4"	0.311309335657419	0.469388768758137	0.158079433100718	584	248	49	38	0.0839041095890411	0.153225806451613	0.00416812732136805	0.00415831911379163	0.00464611551137886	0.00022902675895689	0.00198468231062075	"NA"	NA
"RHOC"	"RHOC"	1.41295128831044	1.63483043396591	0.221879145655475	584	248	188	111	0.321917808219178	0.44758064516129	0.000734291125396372	0.000672379274684907	0.0287828374845959	0.000229384408952621	0.00198637482515518	"NA"	NA
"DOCK7"	"DOCK7"	0.162276000223707	0.33744108190323	0.175165081679523	584	248	49	37	0.0839041095890411	0.149193548387097	0.00682891236174401	0.00604810483110213	0.00320859804619805	0.000229959028029756	0.00198897968933336	"NA"	NA
"MST4"	"MST4"	0.404285780163252	0.531100251020934	0.126814470857682	584	248	84	57	0.143835616438356	0.229838709677419	0.00346088734473866	0.00330960759642216	0.00586494444382593	0.00023001031876485	0.00198897968933336	"NA"	NA
"SOCS3"	"SOCS3"	0.119049584965134	0.204263163171736	0.0852135782066019	584	248	24	23	0.0410958904109589	0.092741935483871	0.00531359689243154	0.00485082409059546	0.00400781481940101	0.000230341644142166	0.00199043810573697	"NA"	NA
"TMX1"	"TMX1"	0.331203861575339	0.513420226770674	0.182216365195335	584	248	62	45	0.106164383561644	0.181451612903226	0.004316608659174	0.00444396410767632	0.0043850645074165	0.000230839134621256	0.00199332932337734	"NA"	NA
"PPP2R5E"	"PPP2R5E"	0.213852856299094	0.403307750108114	0.189454893809021	584	248	43	34	0.0736301369863014	0.137096774193548	0.00580287365664814	0.00570819999098908	0.00343834111025683	0.000232353456148484	0.00200396039231522	"NA"	NA
"TRIM37"	"TRIM37"	0.11868191467106	0.234864213638752	0.116182298967692	584	248	21	21	0.035958904109589	0.0846774193548387	0.00572968803513337	0.00514425121494186	0.00381607187880144	0.000232397825816876	0.00200396039231522	"NA"	NA
"TNRC6B"	"TNRC6B"	0.79795635966164	1.16322207206881	0.365265712407168	584	248	149	87	0.25513698630137	0.350806451612903	0.00660512446419727	0.00559416486768591	0.00354887989019662	0.000234804724623222	0.00202328916231673	"NA"	NA
"CDC40"	"CDC40"	0.546609784886448	0.753896355160073	0.207286570273625	584	248	86	58	0.147260273972603	0.233870967741935	0.0034957646590421	0.00355027424114365	0.00566599322837557	0.000237648483774462	0.00204635246126976	"NA"	NA
"RABAC1"	"RABAC1"	1.96775357988964	2.32277388419913	0.355020304309494	584	248	268	146	0.458904109589041	0.588709677419355	0.000809550382717701	0.000647843919144897	0.0310976639441205	0.000237979397959995	0.00204776083926758	"NA"	NA
"RP5-827C21.4"	"RP5-827C21.4"	0.162936498013618	0.309918196445424	0.146981698431806	584	248	29	26	0.0496575342465753	0.104838709677419	0.0054753572239366	0.00552839762787014	0.0036523470395593	0.000238468009098168	0.00205052323213294	"NA"	NA
"MRPL16"	"MRPL16"	1.70251591547346	2.1080998550438	0.405583939570347	584	248	259	139	0.443493150684932	0.560483870967742	0.00257709549886815	0.00237964161326893	0.00850143827100924	0.000238886864219589	0.00205203662720056	"NA"	NA
"SPOCK2"	"SPOCK2"	0.164942203819754	0.337220322842555	0.172278119022801	584	248	29	26	0.0496575342465753	0.104838709677419	0.0054753572239366	0.00552839762787014	0.00366090525162651	0.00023897942086963	0.00205203662720056	"NA"	NA
"CLINT1"	"CLINT1"	0.329997199503481	0.546210943719107	0.216213744215626	584	248	74	51	0.126712328767123	0.205645161290323	0.00497587043128573	0.0056051061897668	0.00364391074836731	0.000240984160353228	0.00206779956948254	"NA"	NA
"DYM"	"DYM"	0.0854902009623877	0.161300534822376	0.0758103338599885	584	248	18	19	0.0308219178082192	0.0766129032258065	0.00601462440163623	0.00529277953832969	0.00387854556355774	0.000242104593006851	0.00207595781361726	"NA"	NA
"CNPY2"	"CNPY2"	0.353700384231849	0.389806843740106	0.036106459508257	584	248	66	48	0.113013698630137	0.193548387096774	0.00288417624358387	0.00281048596362346	0.00732735825420956	0.000242807709729768	0.00208052880690017	"NA"	NA
"NBN"	"NBN"	0.405151987372551	0.634299157830798	0.229147170458248	584	248	72	50	0.123287671232877	0.201612903225806	0.00488928444681819	0.00514153089113797	0.00405494301271012	0.00024555963495079	0.00210255292683693	"NA"	NA
"PPP1R14B"	"PPP1R14B"	2.37565716107405	2.72538707757767	0.349729916503618	584	248	334	175	0.571917808219178	0.705645161290323	0.000396176505270075	0.000336422566027561	0.0620162065269984	0.000245721697072312	0.00210255292683693	"NA"	NA
"SMAP1"	"SMAP1"	0.352051052017483	0.526680840421049	0.174629788403566	584	248	56	42	0.0958904109589041	0.169354838709677	0.0038612883851383	0.00451790718115581	0.0046282021728448	0.000246218882295442	0.0021053349013047	"NA"	NA
"PFKL"	"PFKL"	1.04113066342939	1.1737484312781	0.132617767848704	584	248	180	106	0.308219178082192	0.42741935483871	0.00123160744752598	0.00106935863435214	0.0195692504030067	0.00024639945929852	0.00210540767037478	"NA"	NA
"GLRX3"	"GLRX3"	0.310603014121104	0.502347133881818	0.191744119760714	584	248	57	42	0.0976027397260274	0.169354838709677	0.00500314916781924	0.00478693401537998	0.00437822097147458	0.000246741072977919	0.0021068553865721	"NA"	NA
"XPA"	"XPA"	0.241206377952146	0.493520376927269	0.252313998975124	584	248	38	31	0.0650684931506849	0.125	0.00633702655982874	0.00574923849360235	0.00367108435873589	0.0002483315569423	0.00211758878433489	"NA"	NA
"SERF1A"	"SERF1A"	0.355175172966782	0.604323856564864	0.249148683598081	584	248	85	56	0.145547945205479	0.225806451612903	0.00649856424132434	0.0062449257219291	0.00337988262617065	0.000248344222419138	0.00211758878433489	"NA"	NA
"ACAA2"	"ACAA2"	0.240922907021581	0.42642085788306	0.185497950861479	584	248	41	33	0.0702054794520548	0.133064516129032	0.00543011111470704	0.004971133272399	0.0042501205622208	0.000248568140632308	0.0021180221231037	"NA"	NA
"RPS2"	"RPS2"	5.34345530664028	5.83754379928826	0.494088492647977	584	248	542	244	0.928082191780822	0.983870967741935	0.00225147677597825	0.000730122595489119	0.0290519931213238	0.000249467931883978	0.00212420989181096	"NA"	NA
"WDR45"	"WDR45"	0.537672719437228	0.723156427501856	0.185483708064628	584	248	82	56	0.14041095890411	0.225806451612903	0.00342041393359287	0.00309229506415991	0.00688572755186707	0.00025034140253795	0.00213016509141471	"NA"	NA
"PRDX3"	"PRDX3"	0.527873662153299	0.737167433624733	0.209293771471434	584	248	98	64	0.167808219178082	0.258064516129032	0.00359588604605444	0.00396101717803178	0.00544643630032247	0.000253359375220313	0.00215434698762735	"NA"	NA
"PIM1"	"PIM1"	0.872492962752905	1.12101651617197	0.248523553419063	584	248	161	95	0.275684931506849	0.383064516129032	0.00281260560345039	0.00240026878052845	0.00906716423039091	0.000255402094618687	0.00217020835399601	"NA"	NA
"FAM213A"	"FAM213A"	0.559737475149357	0.78112083185655	0.221383356707193	584	248	82	56	0.14041095890411	0.225806451612903	0.00342041393359287	0.00309229506415991	0.00711080580752551	0.000257817212950225	0.00218920986652252	"NA"	NA
"BCL3"	"BCL3"	0.485149266678463	0.650122286845031	0.164973020166569	584	248	98	64	0.167808219178082	0.258064516129032	0.00359588604605444	0.00396101717803178	0.0055896520522683	0.000259446865581939	0.0022015200050351	"NA"	NA
"HCFC1R1"	"HCFC1R1"	0.0821693071816032	0.14458248132528	0.0624131741436766	584	248	18	19	0.0308219178082192	0.0766129032258065	0.00601462440163623	0.00529277953832969	0.00419451503192035	0.000260089179159047	0.00220544088440062	"NA"	NA
"LAG3"	"LAG3"	0.168309498649156	0.304891965115972	0.136582466466815	584	248	29	26	0.0496575342465753	0.104838709677419	0.0054753572239366	0.00552839762787014	0.00405600885140815	0.000262473166727703	0.00222411472858738	"NA"	NA
"TGIF2"	"TGIF2"	0.324327767916363	0.464945614953502	0.140617847037138	584	248	55	41	0.0941780821917808	0.165322580645161	0.00481070603186018	0.00432285191132715	0.00519335550003028	0.000262760880407723	0.00222501185651827	"NA"	NA
"MRPS18B"	"MRPS18B"	0.658711491800783	0.913232128224756	0.254520636423973	584	248	90	60	0.154109589041096	0.241935483870968	0.0035492922770161	0.00310435063778257	0.00724832420843311	0.000263309232439016	0.0022281132559639	"NA"	NA
"NUP93"	"NUP93"	0.428842067823552	0.702616231562162	0.27377416373861	584	248	93	60	0.159246575342466	0.241935483870968	0.00656068356628888	0.00607610599804633	0.00374216850276786	0.00026583870881716	0.00224796298623826	"NA"	NA
"SAE1"	"SAE1"	0.393135065522182	0.630920676384827	0.237785610862646	584	248	72	50	0.123287671232877	0.201612903225806	0.00488928444681819	0.00514153089113797	0.00443190755736835	0.000266362294148231	0.00225083496629679	"NA"	NA
"NMI"	"NMI"	0.767760543120259	1.08009780078051	0.312337257660249	584	248	137	82	0.23458904109589	0.330645161290323	0.00524179598875379	0.00453807920266485	0.00502543528401783	0.000266565744055671	0.00225099961647011	"NA"	NA
"MED19"	"MED19"	0.522087588196533	0.839103639728505	0.317016051531972	584	248	82	55	0.14041095890411	0.221774193548387	0.00523361594998845	0.0056083296346282	0.00408406712672561	0.000267623384353922	0.00225837222824455	"NA"	NA
"DPM1"	"DPM1"	0.349447544518519	0.525192691616194	0.175745147097675	584	248	68	48	0.116438356164384	0.193548387096774	0.00468838936663927	0.00434424778783516	0.00534769644546795	0.000271113969385684	0.0022862512263289	"NA"	NA
"TXNDC12"	"TXNDC12"	1.03869608124918	1.36747536479443	0.328779283545245	584	248	165	96	0.282534246575342	0.387096774193548	0.00383312795069419	0.00329803777705539	0.00706082083723733	0.000271702198343744	0.00228963367695182	"NA"	NA
"LCOR"	"LCOR"	0.946694866876752	1.20587909396137	0.259184227084617	584	248	154	92	0.263698630136986	0.370967741935484	0.00254182988872162	0.00273309734039285	0.0085464782345494	0.00027246485641772	0.00229448037379713	"NA"	NA
"G2E3"	"G2E3"	0.130975217423795	0.198299046029691	0.0673238286058959	584	248	21	21	0.035958904109589	0.0846774193548387	0.00572968803513337	0.00514425121494186	0.00454996145662019	0.000272974443422496	0.00229719070819647	"NA"	NA
"CREBRF"	"CREBRF"	0.597173435001705	0.87039393216047	0.273220497158765	584	248	102	65	0.174657534246575	0.262096774193548	0.00534216065578898	0.00457169395516153	0.00513380210571387	0.000273657047809065	0.00230135232782936	"NA"	NA
"PTPN18"	"PTPN18"	0.166446076684832	0.353602454400913	0.187156377716081	584	248	33	28	0.0565068493150685	0.112903225806452	0.00674330013256889	0.00566237846634163	0.00418604959242426	0.00027613776030782	0.00232061925489457	"NA"	NA
"RPN1"	"RPN1"	1.09886939922744	1.32976311161923	0.230893712391795	584	248	190	109	0.325342465753425	0.439516129032258	0.00220952919554629	0.00204447586269278	0.0117171592239449	0.000278825013015491	0.00234159427539982	"NA"	NA
"AAAS"	"AAAS"	0.175332154225286	0.320975290306882	0.145643136081596	584	248	34	29	0.0582191780821918	0.116935483870968	0.00535151292286622	0.00597666464521817	0.00411030760962119	0.000285312398571761	0.00239443244782172	"NA"	NA
"HDDC2"	"HDDC2"	0.330213877635239	0.576220969051557	0.246007091416318	584	248	54	40	0.0924657534246575	0.161290322580645	0.00598271961261319	0.00568785154399243	0.00435862878062468	0.000287702771235941	0.00241283831997462	"NA"	NA
"HMG20B"	"HMG20B"	0.685448936142612	0.813629113327594	0.128180177184982	584	248	131	81	0.224315068493151	0.326612903225806	0.0026088055697998	0.00232710582797649	0.0107145237549457	0.000289214608505633	0.00242385612991433	"NA"	NA
"LIMA1"	"LIMA1"	0.0665911996684208	0.174295758535198	0.107704558866777	584	248	11	14	0.0188356164383562	0.0564516129032258	0.00725043588621858	0.00646924178528285	0.00388557252180873	0.00029136414121439	0.00244019961115625	"NA"	NA
"AKR7A2"	"AKR7A2"	0.710341123370692	0.920165314750632	0.20982419137994	584	248	101	66	0.172945205479452	0.266129032258065	0.00293112127771186	0.00324569150174929	0.00782193484523804	0.000294020001935789	0.00246075837461444	"NA"	NA
"GATA3"	"GATA3"	0.205501690312734	0.400588009910917	0.195086319598183	584	248	33	28	0.0565068493150685	0.112903225806452	0.00674330013256889	0.00566237846634163	0.00450061691114251	0.000295042060537333	0.00246762450631224	"NA"	NA
