"gene"	"Mean_pre-TP53-sAML"	"Mean_CP-TP53-MPN"	"log2fc"	"ExpressingCells_pre-TP53-sAML"	"nCells_pre-TP53-sAML"	"nCells_CP-TP53-MPN"	"ExpressingCells_CP-TP53-MPN"	"ExpressingFraction_pre-TP53-sAML"	"ExpressingFraction_CP-TP53-MPN"	"chisq.test.p"	"fisher.test.p"	"wilcoxon"	"combined.fisher"	"p.adjusted"	"class"	"Name"
"TAPT1"	0.637306982777093	2.12799234544715	1.49068536267005	296	273	57	141	0.192567567567568	0.516483516483517	1.09373652722261e-15	4.42764395502834e-16	3.77089068858032e-17	1.23835644596408e-30	1.9948796565894e-28	"up_in_CP-TP53-MPN"	NA
"DPY30"	3.05565557823674	1.05293041047147	-2.00272516776527	296	273	180	81	0.608108108108108	0.296703296703297	1.79361651589216e-13	8.2662963391989e-14	2.06528790945648e-19	1.26587302819391e-30	2.02249156275047e-28	"up_in_pre-TP53-sAML"	NA
"RELB"	0.445679160835854	1.53842429622168	1.09274513538582	296	273	38	120	0.128378378378378	0.43956043956044	2.68572438394038e-16	8.36787267888623e-17	2.88908714549071e-16	1.78415210964167e-30	2.82737340822239e-28	"up_in_CP-TP53-MPN"	NA
"RPS4Y1"	0	0.732977000397355	0.732977000397355	296	273	0	51	0	0.186813186813187	2.06090426480796e-14	3.71935535434847e-18	7.55309728880379e-15	2.06901826311436e-30	3.25236322456653e-28	"NA"	NA
"PFN1"	6.44019642388664	4.83672504559424	-1.6034713782924	296	273	290	250	0.97972972972973	0.915750915750916	0.00105293623335228	0.00049763062681535	8.74619986151316e-29	3.18646222768964e-30	4.96884173937012e-28	"up_in_pre-TP53-sAML"	NA
"RBM38"	0.144867990741147	0.926768315844973	0.781900325103825	296	273	16	86	0.0540540540540541	0.315018315018315	1.25976307947811e-15	8.85866135065585e-17	5.39773051134185e-16	3.49625586825856e-30	5.40865233207111e-28	"NA"	NA
"EEF1A1"	7.0907268569563	8.20990848378067	1.11918162682437	296	273	296	273	1	1	NA	1	8.15535887076698e-32	5.9194895756756e-30	9.08525124480857e-28	"up_in_CP-TP53-MPN"	NA
"KLF3"	0.765880388707158	2.33063714715843	1.56475675845127	296	273	57	141	0.192567567567568	0.516483516483517	1.09373652722261e-15	4.42764395502834e-16	1.99650307626565e-16	6.4091641598646e-30	9.75995529719382e-28	"up_in_CP-TP53-MPN"	NA
"ATF7IP2"	1.09598447738836	2.61311304158667	1.51712856419831	296	273	72	160	0.243243243243243	0.586080586080586	1.89306599852603e-16	6.19085550028512e-17	2.2640958507619e-15	1.00979704570372e-29	1.52581116394239e-27	"up_in_CP-TP53-MPN"	NA
"ARHGDIB"	8.42512082813474	6.62551591301731	-1.79960491511743	296	273	295	266	0.996621621621622	0.974358974358974	0.0578253572752937	0.0314641904893556	4.5282073665197e-30	1.02620224695866e-29	1.53867186136294e-27	"up_in_pre-TP53-sAML"	NA
"HEMGN"	1.87747055234388	0.442071424287469	-1.43539912805641	296	273	128	36	0.432432432432432	0.131868131868132	5.47662224687358e-15	1.07159165504557e-15	2.22769874477336e-16	1.7070754045563e-29	2.54002395310011e-27	"up_in_pre-TP53-sAML"	NA
"PRR13"	5.41279657477392	3.44261830615284	-1.97017826862108	296	273	270	192	0.912162162162162	0.703296703296703	3.78631812569856e-10	1.94135103991701e-10	2.36995084464254e-21	3.25992100471062e-29	4.81381668362269e-27	"up_in_pre-TP53-sAML"	NA
"MRPS14"	1.59934730534947	0.309639262617066	-1.28970804273241	296	273	110	25	0.371621621621622	0.0915750915750916	9.44367169015847e-15	7.72766829728362e-16	6.40629372150638e-16	3.50404578991252e-29	5.13540304789285e-27	"up_in_pre-TP53-sAML"	NA
"ZNF146"	1.33563007060927	0.281356487386366	-1.05427358322291	296	273	116	28	0.391891891891892	0.102564102564103	4.72789303473164e-15	5.73781964730416e-16	8.82522604535942e-16	3.58301363709421e-29	5.2119478965851e-27	"up_in_pre-TP53-sAML"	NA
"FARSA"	3.05693539174274	1.18692591878009	-1.87000947296266	296	273	191	88	0.64527027027027	0.322344322344322	2.65329998898229e-14	1.33167768014369e-14	5.13658926646795e-17	4.81947811868179e-29	6.95861240661818e-27	"up_in_pre-TP53-sAML"	NA
"ZNF595"	0.186728225696393	1.13750695844057	0.95077873274418	296	273	19	89	0.0641891891891892	0.326007326007326	4.17753978495795e-15	5.40771036474499e-16	1.36104536960013e-15	5.18036468649631e-29	7.42468150508721e-27	"NA"	NA
"ARID4A"	1.73149555569082	3.42830189117545	1.69680633548463	296	273	116	201	0.391891891891892	0.736263736263736	2.89900931543502e-16	1.2175355793927e-16	8.6878658488045e-15	7.40671176290176e-29	1.05380748673344e-26	"up_in_CP-TP53-MPN"	NA
"KPNA2"	1.10993516283711	2.82861575249634	1.71868058965922	296	273	90	171	0.304054054054054	0.626373626373626	2.45211529377541e-14	1.12351188721996e-14	1.0987272633952e-16	8.62460673485825e-29	1.2181944527236e-26	"up_in_CP-TP53-MPN"	NA
"GABARAP"	0.0558091853284991	0.426396167589608	0.370586982261109	296	273	14	80	0.0472972972972973	0.293040293040293	7.66699256561084e-15	4.58639928188391e-16	2.93465028827838e-15	9.39208488294329e-29	1.31705409020382e-26	"NA"	NA
"ERCC-00130"	7.98923361236698	9.47810903445231	1.48887542208533	296	273	294	273	0.993243243243243	1	0.514646618741376	0.499938117280131	3.40764112563363e-30	1.18477200946289e-28	1.64954114346076e-26	"up_in_CP-TP53-MPN"	NA
"POP5"	2.04964679885319	0.462665825807166	-1.58698097304603	296	273	127	37	0.429054054054054	0.135531135531136	2.34412521411921e-14	5.20742157839612e-15	3.4950601114941e-16	1.26452985490502e-28	1.74810042069565e-26	"up_in_pre-TP53-sAML"	NA
"RPS10P7"	0.815508545805967	0.287994029248267	-0.5275145165577	296	273	138	41	0.466216216216216	0.15018315018315	1.0546977906398e-15	1.6442202513643e-16	1.18282888128844e-14	1.34995357663885e-28	1.85304895182003e-26	"NA"	NA
"LARS"	2.58826716509663	1.03438951577399	-1.55387764932263	296	273	177	74	0.597972972972973	0.271062271062271	8.37672662159078e-15	4.18546723357172e-15	5.03169270673125e-16	1.46014694746685e-28	1.99029260839328e-26	"up_in_pre-TP53-sAML"	NA
"PPP1CA"	3.37600889816042	1.69122835823313	-1.68478053992729	296	273	219	123	0.739864864864865	0.450549450549451	3.519856784063e-12	1.62745682426241e-12	1.41358277982484e-18	1.59299869720453e-28	2.15630073652157e-26	"up_in_pre-TP53-sAML"	NA
"C4orf3"	3.36535490094367	1.49613625971716	-1.86921864122651	296	273	203	104	0.685810810810811	0.380952380952381	5.81639758209976e-13	3.06108307299641e-13	8.02316299310527e-18	1.69900727720835e-28	2.2839344722307e-26	"up_in_pre-TP53-sAML"	NA
"SBDS"	1.24351563825394	2.9287857892392	1.68527015098526	296	273	95	176	0.320945945945946	0.644688644688645	2.15791258144651e-14	1.23446889606948e-14	2.08154707151634e-16	1.77646567557642e-28	2.37170335262572e-26	"up_in_CP-TP53-MPN"	NA
"RSBN1L"	2.99647219697961	1.06943586878968	-1.92703632818993	296	273	184	88	0.621621621621622	0.322344322344322	1.71433515097677e-12	7.44504443328602e-13	4.50242651312024e-18	2.3085071621516e-28	3.06104908875231e-26	"up_in_pre-TP53-sAML"	NA
"YTHDC1"	2.11554915167629	3.76162555295991	1.64607640128362	296	273	172	235	0.581081081081081	0.860805860805861	3.01150324839419e-13	8.46491219315951e-14	4.01008420350216e-17	2.33729715191977e-28	3.07828351927163e-26	"up_in_CP-TP53-MPN"	NA
"PSME2"	5.43185512092953	3.23403304065325	-2.19782208027628	296	273	267	190	0.902027027027027	0.695970695970696	1.27588177628015e-09	5.0147448190267e-10	7.02357030608774e-21	2.42388422174372e-28	3.17089605706232e-26	"up_in_pre-TP53-sAML"	NA
"VPS72"	1.64178456280965	0.378337414190055	-1.26344714861959	296	273	122	34	0.412162162162162	0.124542124542125	3.21009912684784e-14	4.81330722972389e-15	7.68192726967201e-16	2.54279916284369e-28	3.30428275214328e-26	"up_in_pre-TP53-sAML"	NA
"TTC1"	2.16311506399497	0.609004410168931	-1.55411065382604	296	273	142	47	0.47972972972973	0.172161172161172	1.43588421117232e-14	3.97372893914228e-15	9.46621799492581e-16	2.58621437180308e-28	3.33844308180038e-26	"up_in_pre-TP53-sAML"	NA
"MAT2B"	2.31396566739262	0.713576354774099	-1.60038931261853	296	273	155	59	0.523648648648649	0.216117216117216	7.4815299843397e-14	2.69896954558189e-14	1.47713012996317e-16	2.73866696935893e-28	3.51198003728581e-26	"up_in_pre-TP53-sAML"	NA
"SCP2"	2.44439859823151	0.75988882147762	-1.68450977675389	296	273	159	64	0.537162162162162	0.234432234432234	2.79089737466667e-13	9.72186177944916e-14	4.53757282438935e-17	3.02590424873313e-28	3.8549624585821e-26	"up_in_pre-TP53-sAML"	NA
"SKIL"	0.506352417028213	1.63358242869926	1.12723001167105	296	273	43	122	0.14527027027027	0.446886446886447	4.91782312160395e-15	1.39624577483817e-15	4.12794079012782e-15	3.93805017817232e-28	4.9844463683724e-26	"up_in_CP-TP53-MPN"	NA
"SLC2A3"	0.563978332578737	1.65444154730881	1.09046321473007	296	273	43	123	0.14527027027027	0.450549450549451	2.55148096567967e-15	7.0959356614178e-16	9.01007981507689e-15	4.36178730775654e-28	5.48515859372842e-26	"up_in_CP-TP53-MPN"	NA
"MAFF"	0.413532679344772	1.51808377809655	1.10455109875178	296	273	30	105	0.101351351351351	0.384615384615385	4.6266756112295e-15	1.34538419670095e-15	5.46156889429888e-15	5.00268660249805e-28	6.25079277281359e-26	"up_in_CP-TP53-MPN"	NA
"NFKB2"	0.486305193097085	1.72413629546388	1.23783110236679	296	273	45	123	0.152027027027027	0.450549450549451	1.2888694441896e-14	4.24859346551533e-15	1.79619492612091e-15	5.19274192348087e-28	6.44693793455345e-26	"up_in_CP-TP53-MPN"	NA
"TLE4"	0.481397567129853	1.72687894311956	1.24548137598971	296	273	39	116	0.131756756756757	0.424908424908425	8.98411014846967e-15	3.28626995659178e-15	2.49899762327477e-15	5.58211208705219e-28	6.88648916460894e-26	"up_in_CP-TP53-MPN"	NA
"ZNF451"	0.985980679352519	2.58219255943356	1.59621188008104	296	273	102	178	0.344594594594595	0.652014652014652	4.35280888355766e-13	2.02632617007043e-13	4.51961189131372e-17	6.21502564645826e-28	7.61907420759525e-26	"up_in_CP-TP53-MPN"	NA
"PDE7A"	1.61961868959847	0.468156632902336	-1.15146205669613	296	273	135	42	0.456081081081081	0.153846153846154	1.47476967114773e-14	2.87543231106119e-15	3.32756660569333e-15	6.48906287407733e-28	7.9053008463447e-26	"up_in_pre-TP53-sAML"	NA
"FMNL1"	0.875654277020894	2.34482552756989	1.469171250549	296	273	79	160	0.266891891891892	0.586080586080586	2.50148608977523e-14	1.16945968029954e-14	8.66145906123146e-16	6.86377983970461e-28	8.30986314506349e-26	"up_in_CP-TP53-MPN"	NA
"ISG15"	3.83411539713742	1.85956082974654	-1.97455456739088	296	273	224	127	0.756756756756757	0.465201465201465	1.65696756366279e-12	9.36123007429653e-13	1.21222534472486e-17	7.67669997627843e-28	9.23668123071724e-26	"up_in_pre-TP53-sAML"	NA
"ERCC-00108"	0.913317924700084	2.61159635369556	1.69827842899547	296	273	57	138	0.192567567567568	0.505494505494505	7.9173411211538e-15	3.2773084670964e-15	3.77729332080902e-15	8.36368098396727e-28	9.96247027706656e-26	"up_in_CP-TP53-MPN"	NA
"RSRC2"	1.51553973107522	3.0498419770923	1.53430224601708	296	273	109	192	0.368243243243243	0.703296703296703	2.46955938041443e-15	8.56626959377456e-16	1.44836391352168e-14	8.38213177426081e-28	9.96247027706656e-26	"up_in_CP-TP53-MPN"	NA
"UBC"	5.62609223489157	7.69526914370411	2.06917690881254	296	273	277	272	0.935810810810811	0.996336996336996	0.000225210850554924	3.87025698130787e-05	5.29153270000858e-25	1.37332297664695e-27	1.6223522097456e-25	"up_in_CP-TP53-MPN"	NA
"AFF4"	0.97006662398378	2.3501942644679	1.38012764048412	296	273	77	160	0.260135135135135	0.586080586080586	6.48460354376981e-15	2.74526541655201e-15	8.75255981661077e-15	1.60743971940336e-27	1.88748283196448e-25	"up_in_CP-TP53-MPN"	NA
"AP1G1"	0.450175583242629	1.64117546317595	1.19099987993332	296	273	45	122	0.152027027027027	0.446886446886447	2.45018662898325e-14	8.20592136815593e-15	3.02449893756618e-15	1.65953270387787e-27	1.93698272239446e-25	"up_in_CP-TP53-MPN"	NA
"FOS"	4.89437962389478	2.74215928580061	-2.15222033809417	296	273	262	170	0.885135135135135	0.622710622710623	5.33882876497615e-13	1.49884237388897e-13	1.68603168138571e-16	1.68931034887322e-27	1.96000222144267e-25	"up_in_pre-TP53-sAML"	NA
"NFKBIA"	4.51367963957037	6.79210722408486	2.27842758451449	296	273	223	264	0.753378378378378	0.967032967032967	1.0014778743086e-12	2.52902962234357e-14	1.07556973355104e-15	1.81635909407563e-27	2.09493913974687e-25	"up_in_CP-TP53-MPN"	NA
"DDIT4"	0.0911445620242593	0.708800590481631	0.617656028457372	296	273	18	84	0.0608108108108108	0.307692307692308	4.00186678589112e-14	5.11822285231628e-15	5.42203163319531e-15	1.85250897873554e-27	2.12406500079489e-25	"NA"	NA
"NREP"	1.8144532635489	0.7691247291254	-1.0453285344235	296	273	164	61	0.554054054054054	0.223443223443223	1.5582567973518e-15	4.04189090696074e-16	7.43481233146159e-14	2.0036204341249e-27	2.28389295333114e-25	"up_in_pre-TP53-sAML"	NA
"EIF4EBP1"	3.47706202390411	1.66373752180852	-1.8133245020956	296	273	220	120	0.743243243243243	0.43956043956044	3.00277056138794e-13	1.29935933712081e-13	2.59367085898381e-16	2.24314626167482e-27	2.54205854259102e-25	"up_in_pre-TP53-sAML"	NA
"RAMP1"	2.37677538400823	0.718261141753134	-1.65851424225509	296	273	137	45	0.462837837837838	0.164835164835165	5.31107226070683e-14	1.80587436707911e-14	2.5883952929711e-15	3.09593479813248e-27	3.48820584307504e-25	"up_in_pre-TP53-sAML"	NA
"KLF13"	0.929906875265437	2.2991824786004	1.36927560333496	296	273	86	165	0.290540540540541	0.604395604395604	9.44816903872858e-14	3.89960424348642e-14	1.22954003181924e-15	3.17446165163131e-27	3.5561268111263e-25	"up_in_CP-TP53-MPN"	NA
"SMURF1"	0.199560682809507	0.918429286001363	0.718868603191856	296	273	18	85	0.0608108108108108	0.311355311355311	2.08002175184004e-14	2.53984012842564e-15	2.36038280594492e-14	3.95574004304842e-27	4.40601628109141e-25	"NA"	NA
"RSAD2"	0.831450626489354	0.0430559670029511	-0.788394659486403	296	273	72	7	0.243243243243243	0.0256410256410256	1.60433676093456e-13	1.94600100571177e-15	4.0358750269203e-14	5.1610547036429e-27	5.71586808428452e-25	"NA"	NA
"KCTD5"	1.14999772986837	0.341079071934989	-0.80891865793338	296	273	114	28	0.385135135135135	0.102564102564103	1.53762481867258e-14	2.15975725024822e-15	5.1368217195907e-14	7.25217376035431e-27	7.9864051376738e-25	"NA"	NA
"RP11-1000B6.3"	1.80039230452421	0.686277614268049	-1.11411469025616	296	273	170	71	0.574324324324324	0.26007326007326	6.67364499498555e-14	2.5785646001303e-14	4.65512704084403e-15	7.83708691522445e-27	8.58205045795252e-25	"up_in_pre-TP53-sAML"	NA
"L3HYPDH"	1.45459758609806	0.353928035266145	-1.10066955083192	296	273	115	30	0.388513513513513	0.10989010989011	5.33903240207545e-14	8.46226428268318e-15	1.45942482135557e-14	8.05979675244675e-27	8.77662336864202e-25	"up_in_pre-TP53-sAML"	NA
"ERICH1"	3.05704975654738	1.31295671904017	-1.74409303750722	296	273	200	103	0.675675675675676	0.377289377289377	1.88415808726065e-12	1.11940394629304e-12	1.20155681437294e-16	8.76634656244714e-27	9.49297928862331e-25	"up_in_pre-TP53-sAML"	NA
"RICTOR"	1.32904463470074	3.05932186287343	1.73027722817269	296	273	113	186	0.381756756756757	0.681318681318681	1.60505485623831e-12	7.10656744992118e-13	2.25510769412459e-16	1.04170690023809e-26	1.12182049168182e-24	"up_in_CP-TP53-MPN"	NA
"MXD1"	0.387676916649795	1.61842687875507	1.23074996210527	296	273	38	111	0.128378378378378	0.406593406593407	9.6310235093139e-14	3.37849838696856e-14	5.26681800757454e-15	1.1547572366261e-26	1.23673231078659e-24	"up_in_CP-TP53-MPN"	NA
"SPINK2"	4.8594157345547	2.72203305405064	-2.13738268050406	296	273	236	143	0.797297297297297	0.523809523809524	8.99191972573925e-12	4.66113433723465e-12	4.53111856418842e-17	1.36699636857743e-26	1.45603788067274e-24	"up_in_pre-TP53-sAML"	NA
"MRPL27"	2.27996178878286	0.6065868449607	-1.67337494382216	296	273	137	48	0.462837837837838	0.175824175824176	5.50122648830922e-13	2.04712511037059e-13	1.38234345153587e-15	1.8233207562789e-26	1.93153087942328e-24	"up_in_pre-TP53-sAML"	NA
"FKBP3"	2.68165887885271	1.12429562637631	-1.5573632524764	296	273	186	90	0.628378378378378	0.32967032967033	1.94035785203671e-12	1.21293852615988e-12	3.09979427698384e-16	2.41187496387108e-26	2.54120361058244e-24	"up_in_pre-TP53-sAML"	NA
"RP1-241P17.4"	0.689256438802609	0.177644347267726	-0.511612091534883	296	273	136	46	0.459459459459459	0.168498168498169	2.07104622247949e-13	7.67588699634065e-14	5.18388078096587e-15	2.55025061348483e-26	2.67255295473368e-24	"NA"	NA
"SMIM14"	1.01842730413465	0.0832465194474366	-0.935180784687218	296	273	73	8	0.246621621621622	0.0293040293040293	3.05934377995964e-13	5.171124760562e-15	8.12243754204731e-14	2.68970128604097e-26	2.80361804639094e-24	"NA"	NA
"RNF11"	0.629347770518497	1.81869449012779	1.18934671960929	296	273	56	134	0.189189189189189	0.490842490842491	4.94006570555444e-14	1.98702551067927e-14	2.25357688568674e-14	2.86466649149229e-26	2.97011059851956e-24	"up_in_CP-TP53-MPN"	NA
"RANBP2"	1.60896260611763	3.25817825302165	1.64921564690402	296	273	131	204	0.442567567567568	0.747252747252747	3.01224033300237e-13	1.38915154931912e-13	3.68205218899592e-15	3.26538156735109e-26	3.36766230215912e-24	"up_in_CP-TP53-MPN"	NA
